Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit
"",PROCESSOR INTEL CORE I5 4590,03/06/2026,Sales Invoice,JL.2026.12475,"",-2.0,0.0,PCS
"",PROCESSOR INTEL CORE I5 4590,03/06/2026,Purchase Invoice,00714627_036,"",2.0,2.0,PCS
"",PROCESSOR INTEL CORE I5 4590,10/06/2026,Sales Invoice,JL.2026.13353,"",-1.0,1.0,PCS
"",PROCESSOR INTEL CORE I5 4590,11/06/2026,Purchase Invoice,00715117_036,"",2.0,3.0,PCS
"",PROCESSOR INTEL CORE I5 4590,17/06/2026,Sales Invoice,JL.2026.14020,"",-1.0,2.0,PCS
"","PROCESSOR INTEL I3 - 4150 3,5GHZ",31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PROCESSOR INTEL I3 - 4170,31/05/2026,Saldo Awal,"","","",1.0,PCS
"","PROCESSOR INTEL I3-4160 3,6 GHZ",31/05/2026,Saldo Awal,"","","",2.0,PCS
"",PROCESSOR INTEL I5 - 4670,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PROJECTOR ACER BS 020P DLP 4000 LUMENS + TAS,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PROJECTOR ACER BS 021 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR ACER BS 021 TP,31/05/2026,Saldo Awal,"","","",2.0,UNIT
"",PROJECTOR ACER BS-120PV DLP XGA 4000 LUMENS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR ACER X1 DLP XGA 4000 LUMENS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR ACER X1123H,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR BENQ MS550 SVGA 3600 LUMENS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON CO FH02,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB - 972 XGA 3LCD 4100 LUMENS,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PROJECTOR EPSON EB - W53 4000 LUMENS WXGA #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB - X06 3600 LUMENS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB - X51 XGA,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB 972,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB E500 3300 LUMENS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB E600 XGA 3LCD 3.400 LUMENS TKDN,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB S400,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB X500 + TAS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB X600 XGA 3LCD TKDN #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB X600 XGA 3LCD TKDN TP,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB-E01 XVGA 3LCD,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",PROJECTOR EPSON EB-E01 XVGA 3LCD,05/06/2026,Sales Invoice,JL.2026.12700,"",-1.0,0.0,UNIT
"",PROJECTOR EPSON EB-E01 XVGA 3LCD,06/06/2026,Purchase Invoice,PJL-26-06-00118,"",3.0,3.0,UNIT
"",PROJECTOR EPSON EB-E01 XVGA 3LCD,12/06/2026,Sales Invoice,JL.2026.13549,"",-1.0,2.0,UNIT
"",PROJECTOR EPSON EB-E01 XVGA 3LCD TP,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON EB-S41,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR EPSON FH 52,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR INFOCUS IN 114XV 3800 XGA LUMENS,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PROJECTOR PORTABLE VIEW SONIC M1 MINI PLUS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR VIEW SONIC PA500S-SVGA 3600 LUMENS + TAS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR VIEW SONIC PA503SE SVGA 4000 LEMENS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR VIEW SONIC SP3 SVGA 4800 ANSI LUMENS PORT HDMI #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PROJECTOR VIEW SONIC SP3 SVGA 4800 ANSI LUMENS PORT HDMI #,06/06/2026,Purchase Invoice,PJL-26-06-00118,"",1.0,1.0,UNIT
"",PROJECTOR VIEW SONIC SP3 SVGA 4800 ANSI LUMENS PORT HDMI #,08/06/2026,Sales Invoice,JL.2026.12934,"SMK 1 LANGGUDU
DP DAHULU PROJECTOR VIEWSONIC",-1.0,0.0,UNIT
"",PROJECTOR VIEW SONIC SP3 SVGA 4800 ANSI LUMENS PORT HDMI #,08/06/2026,Purchase Invoice,JL.2606.02176,BELUM MASUK,2.0,2.0,UNIT
"",PROJECTOR VIEW SONIC SP3 SVGA 4800 ANSI LUMENS PORT HDMI TP,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",Projector Xiaomi Smart L1 200 ISO Lumens,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PRONTO FILM ARROW SIGN HERE ( PEMBATAS KERTAS ),31/05/2026,Saldo Awal,"","","",25.0,PCS
"",PROSESOR INTEL I3-4160,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PS 3 500GB SLIM 25 CFW + 2 STICK,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PSU AEROCOOL LUX 550W BRONZE (dus putih),31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU AEROCOOL LUX 650W 80 PLUS BRONZE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU AEROCOOL LUX 750W 80 PLUS BRONZE,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",PSU AEROCOOL LUX 750W 80 PLUS BRONZE,12/06/2026,Sales Invoice,JL.2026.13570,"IRWAN
089 623 109 469",-1.0,1.0,PCS
"",PSU AEROCOOL LUX 750W 80 PLUS BRONZE,12/06/2026,Purchase Invoice,JL.2606.03492,BELUM MASUK ,1.0,2.0,PCS
"",PSU AEROCOOL LUX RGB 550W BRONZE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU AEROCOOL LUX RGB 550W BRONZE,12/06/2026,Purchase Invoice,JL.2606.03492,BELUM MASUK ,1.0,1.0,PCS
"",PSU AEROCOOL LUX RGB MODULAR 650W #,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU AEROCOOL UNITED 500 W,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU CANON 2770,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU CCTV BOX 30A,31/05/2026,Saldo Awal,"","","",9.0,PCS
"",PSU CCTV BOX 30A,04/06/2026,Sales Invoice,JL.2026.12624,"",-1.0,8.0,PCS
"",PSU CCTV BOX 30A,16/06/2026,Sales Invoice,JL.2026.13872,"",-1.0,7.0,PCS
"",PSU CCTV JARING 30A,31/05/2026,Saldo Awal,"","","",59.0,PCS
"",PSU CCTV JARING 30A,05/06/2026,Sales Invoice,JL.2026.12724,"",-1.0,58.0,PCS
"",PSU CCTV SN 120 20A (JARING),31/05/2026,Saldo Awal,"","","",87.0,PCS
"",PSU CCTV SN 120 20A (JARING),02/06/2026,Sales Invoice,JL.2026.12401,"",-1.0,86.0,PCS
"",PSU CCTV SN 120 20A (JARING),04/06/2026,Sales Invoice,JL.2026.12551,"",-1.0,85.0,PCS
"",PSU CCTV SN 120 20A (JARING),05/06/2026,Sales Invoice,JL.2026.12654,"",-2.0,83.0,PCS
"",PSU CCTV SN 120 20A (JARING),05/06/2026,Sales Invoice,JL.2026.12685,"",-1.0,82.0,PCS
"",PSU CCTV SN 120 20A (JARING),06/06/2026,Sales Invoice,JL.2026.12810,"",-1.0,81.0,PCS
"",PSU CCTV SN 120 20A (JARING),07/06/2026,Sales Invoice,JL.2026.12899,"kabel bawa dulu 
START 166 - 44 - 65
Kabel 32m kurang bayar dari nota sebelumnya",-1.0,80.0,PCS
"",PSU CCTV SN 120 20A (JARING),10/06/2026,Sales Invoice,JL.2026.13251,"",-1.0,79.0,PCS
"",PSU CCTV SN 120 20A (JARING),15/06/2026,Sales Invoice,JL.2026.13793,"",-1.0,78.0,PCS
"",PSU CCTV SN 120 20A (JARING),19/06/2026,Sales Invoice,JL.2026.14173,"",-1.0,77.0,PCS
"",PSU CCTV SN 120 20A (JARING),19/06/2026,Sales Invoice,JL.2026.14196,"",-1.0,76.0,PCS
"",PSU COOLER MASTER MWE BRONZE 550W V2 230V,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU COOLER MASTER MWE BRONZE 650W V2,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU COOLER MASTER MWE BRONZE 750W V2,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU CORSAIR 650 CXM 80+ BRONZE,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PSU CORSAIR 750RM 750WATT GOLD,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU Corsair CX750 750Watt 80 PLUS BRONZE ATX,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU CPU GAMING BIONIC 500 WATT,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU CPU MAGIX,31/05/2026,Saldo Awal,"","","",6.0,UNIT
"",PSU CPU MURAGO,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU DARKFLASH AIGO ID500W 500W BLACK,31/05/2026,Saldo Awal,"","","",2.0,UNIT
"",PSU DATAFAST 500W,31/05/2026,Saldo Awal,"","","",6.0,PCS
"",PSU DATAFAST 500W,04/06/2026,Sales Invoice,JL.2026.12590,"",-1.0,5.0,PCS
"",PSU DATAFAST 500W,09/06/2026,Sales Invoice,JL.2026.13088,"",-3.0,2.0,PCS
"",PSU DATAFAST 500W,14/06/2026,Sales Invoice,JL.2026.13692,"",-1.0,1.0,PCS
"",PSU DEEPCOOL GAMER STORM PF600X 600W 80+ 230V EU BRONZE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU DIGITAL ALLIANS 550W 80Plus,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU DIGITAL ALLIANS 600W 80PLUS,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU EYOTA 500 W,31/05/2026,Saldo Awal,"","","",2.0,UNIT
"",PSU G1010,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",PSU HIK C8,31/05/2026,Saldo Awal,"","","",15.0,PCS
"",PSU LUX 750W 80 PLUS BRONZE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU MSI MAG A550BN 550W 80 PLUS BRONZE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU MSI MAG A650BN 650W 80+ BRONZE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU PC COOLER KF450 450WATT ATX80 PLUS,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",PSU PC COOLER KF450 450WATT ATX80 PLUS,13/06/2026,Sales Invoice,JL.2026.13667,YUSUF,-1.0,0.0,PCS
"",PSU PC COOLER KF550 550 WATT ATX 80 PLUS 230V EU,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU PC COOLER KF650 650WATT ATX 80 PLUS 230V EU,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU PC COOLER PLUSES HW400 (400WATT),31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU PC COOLER PLUSES HW500-NP 500 WATT,31/05/2026,Saldo Awal,"","","",7.0,PCS
"",PSU PC COOLER PLUSES HW500-NP 500 WATT,08/06/2026,Sales Invoice,JL.2026.12950,"MITSUBISHI

085 338 651 434",-1.0,6.0,PCS
"",PSU PC COOLER PLUSES HW500-NP 500 WATT,15/06/2026,Sales Invoice,JL.2026.13861,"NADIR

ZEN SPORT",-1.0,5.0,PCS
"",PSU PCCOOLER KF650 650Watt ATX 80 Plus 230V EU,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU PCCOOLER KF650 650Watt ATX 80 Plus 230V EU,12/06/2026,Purchase Invoice,JL.2606.03492,BELUM MASUK ,1.0,1.0,PCS
"",PSU PCCOOLER KF750 750W ATX 80 PLUS 230V,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",PSU PCCOOLER KF750 750W ATX 80 PLUS 230V,19/06/2026,Sales Invoice,JL.2026.14192,"",-1.0,1.0,PCS
"",PSU PRINTER G3770 / G2770,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU SANURPRO ATX 500 W,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PSU SIMBADDA 380 BOX,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU SIMBADDA 380W,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU SIMBADDA 400W BOX,31/05/2026,Saldo Awal,"","","",5.0,PCS
"",PSU SIMBADDA 450W BOX,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU SIMBADDA 480W BOX,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",PSU SIMBADDA COPOTAN,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",PSU SMILE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU TT LITE POWER 650,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU TT LITEPOWER 550,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU TT TR2 S 700W,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",PSU VARRO CHRONOS 500 W,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",PSU VOXY 500,31/05/2026,Saldo Awal,"","","",17.0,PCS
"",PVC ID CARD BENEFIT ISI 50 SET,31/05/2026,Saldo Awal,"","","",0.0,PACK
"",PVC PRINTER HITI,31/05/2026,Saldo Awal,"","","",0.0,PACK
"",QUIK CHARGER HP TC JETE C12 TINY TYPE C CABLE,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",QUIK CHARGER HP TC JETE C12 TINY TYPE C CABLE,04/06/2026,Sales Invoice,JL.2026.12548,"",-1.0,0.0,PCS
"",RAM ADATA DDR4 XPG GAMMIX D35 8GB PC4 25600 SPEED 3200MHZ,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM Apacer DDR4 TEX Gaming 16GB PC 3200,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM APACER DDR5 NOX GAMING 32GB (2X16) PC 6000MHZ,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM CORSAIR DDR4 PC2X16GB VENGEANCE LPX,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM Corsair DDR5 PC 32GB (2X16GB) CMH32GX5M2B5200C40 CL40 VENGEANCE RGB Black,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM DDR 4 16GB PC 2666 PENDINGIN,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM DDR4 8GB 1RX8 PC4 - 3200,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",RAM KINGSTON FURY BEAST DDR5 16GB 6000MT/S,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM KINGSTONE DDR4 FURY BEAST 16GB PC 3200,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM KINGSTONE FURY BEAST DDR5 32GB (2X16GB) 6400MT/S BLACK,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM LEXAR SODIMM DDR5 8GB,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",RAM PC  BULLDOZER / HYNIX DDR3 4GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC CORSAIR DDR4 8GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC CORSAIR DDR4 PC 2X16GB VENGEANCE RGB PRO,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC CORSAIR DDR4 PC1X16GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC CORSAIR DDR4 PC1X16GB VENGEANCE RGB RS NW,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC DDR 3 4GB TAMMUZ,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC DDR 3 EX-GEIL / SAMSUNG 8GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC DDR 3 MAXELL 4GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC HYNIX DDR 3 8GB PC 12800,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC KINGSTON FURY BEAST 8GB DDR 4 PC 3200,31/05/2026,Saldo Awal,"","","",2.0,UNIT
"",RAM PC KINGSTON FURY BEAST 8GB DDR 4 PC 3200,08/06/2026,Sales Invoice,JL.2026.12933,"KLINIK MEDIKA

082 342 971 315",-1.0,1.0,UNIT
"",RAM PC KINGSTON HYPERX FURRY 16GB DDR4,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC KINGSTONE DDR3 4GB,31/05/2026,Saldo Awal,"","","",4.0,PCS
"",RAM PC KINGSTONE DDR3 4GB,02/06/2026,Sales Invoice,JL.2026.12350,"",-1.0,3.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,31/05/2026,Saldo Awal,"","","",10.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,01/06/2026,Sales Invoice,JL.2026.12287,"",-1.0,9.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,03/06/2026,Sales Invoice,JL.2026.12475,"",-2.0,7.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,03/06/2026,Purchase Invoice,00714627_036,"",8.0,15.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,05/06/2026,Sales Invoice,JL.2026.12711,"",-1.0,14.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,09/06/2026,Purchase Invoice,17734,"",5.0,19.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,10/06/2026,Sales Invoice,JL.2026.13353,"",-1.0,18.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,10/06/2026,Sales Invoice,JL.2026.13369,KANTOR BSK,-1.0,17.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,11/06/2026,Sales Invoice,JL.2026.13484,"",-1.0,16.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,15/06/2026,Sales Invoice,JL.2026.13797,"",-1.0,15.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,16/06/2026,Sales Invoice,JL.2026.13942,"",-1.0,14.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,17/06/2026,Sales Invoice,JL.2026.13980,"",-4.0,10.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,17/06/2026,Sales Invoice,JL.2026.14020,"",-1.0,9.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,17/06/2026,Sales Invoice,JL.2026.14043,KANTOR BSK,-1.0,8.0,PCS
"",RAM PC KINGSTONE DDR3 8GB,18/06/2026,Sales Invoice,JL.2026.14100,SMKPPN BIMA,-1.0,7.0,PCS
"",RAM PC KINGSTONE DDR4 4GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC KINGSTONE DDR4 8GB #,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC KINGSTONE DDR4 8GB #,09/06/2026,Purchase Invoice,JL.2606.02607,MASUK ,1.0,1.0,PCS
"",RAM PC KINGSTONE DDR4 8GB #,13/06/2026,Purchase Invoice,17737,"",1.0,2.0,PCS
"",RAM PC KINGSTONE DDR4 8GB #,13/06/2026,Sales Invoice,JL.2026.13667,YUSUF,-1.0,1.0,PCS
"",RAM PC KINGSTONE HYPERX FURRY 16GB X 2 DDR4,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC LEXAR DDR 4 8GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC NETAC BASIC DDR4 4GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE DDR 3 8GB PENDINGIN,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE DDR3 8GB PC 1600,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE DDR4 4GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE DDR4 8GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE DDR5 8GB,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE PLUS DDR4 16GB PC 3200 PENDINGIN,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",RAM PC TEAM ELITE PLUS DDR4 4GB PC 2666 PENDINGIN,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE PLUS DDR4 8GB PC 2666 PENDINGIN,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE PLUS DDR4 8GB PC 3200 PENDINGIN,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PC TEAM ELITE PLUS DDR4 8GB PC 3200 PENDINGIN,18/06/2026,Purchase Invoice,JL.2606.04078,BELUM MASUK ,2.0,2.0,PCS
"",RAM PC VISIPRO DDR3 8GB PC 12800,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM PNY DDR4 GAMING 8GB XLR8 3200 MHZ,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM SKHYNIX SODIMM 4GB DDR4 3200,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RAM TEAM ELITE PLUS DDR4 16GB PC 2666 PENDINGIN,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",REDMI PAD 2 RAM 4 / 128GB,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",REDMI PAD SE 4GB 128GB,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",REFILL PITA PRINTER EPRINT 8758,31/05/2026,Saldo Awal,"","","",69.0,PCS
"",REFILL PITA PRINTER EPRINT 8758,10/06/2026,Sales Invoice,JL.2026.13320,"",-10.0,59.0,PCS
"",REFILL PITA PRINTER EPRINT 8758,10/06/2026,Sales Invoice,JL.2026.13375,"",-2.0,57.0,PCS
"",REFILL PITA PRINTER EPSON LX 310 ORI,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",REFILL PITA PRINTER PRINTECH 8758,31/05/2026,Saldo Awal,"","","",63.0,PCS
"",RELEASE PLATE KEPALA TRIPOT,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",REPEATER SLR 5300,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",REXCO,31/05/2026,Saldo Awal,"","","",66.0,PCS
"",REXCO,08/06/2026,Sales Invoice,JL.2026.12973,"",-1.0,65.0,PCS
"",RIBBON 110 X 300 UNTUK ZEBRA,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RIBBON CATRIDGE EPSON LQ 310,31/05/2026,Saldo Awal,"","","",32.0,PCS
"",RIBBON CATRIDGE EPSON LQ 310,06/06/2026,Sales Invoice,JL.2026.12780,"",-3.0,29.0,PCS
"",RIBBON CATRIDGE EPSON LX 300,31/05/2026,Saldo Awal,"","","",4.0,PCS
"",RIBBON CATRIDGE EPSON LX310,31/05/2026,Saldo Awal,"","","",50.0,PCS
"",RIBBON CATRIDGE EPSON LX310,03/06/2026,Purchase Invoice,JL.2606.00613,BELUM MASUK ,80.0,130.0,PCS
"",RIBBON CATRIDGE EPSON LX310,09/06/2026,Sales Invoice,JL.2026.13016,"",-10.0,120.0,PCS
"",RIBBON CATRIDGE EPSON LX310,09/06/2026,Sales Invoice,JL.2026.13020,"",-1.0,119.0,PCS
"",RIBBON CATRIDGE EPSON LX310,09/06/2026,Sales Invoice,JL.2026.13118,"",-1.0,118.0,PCS
"",RIBBON CATRIDGE EPSON PLQ 20,31/05/2026,Saldo Awal,"","","",5.0,PCS
"",RIBBON CATRIDGE EPSON PLQ 20,03/06/2026,Purchase Invoice,JL.2606.00612,MASUK ,5.0,10.0,PCS
"",RIBBON CATRIDGE EPSON PLQ 20,04/06/2026,Sales Invoice,JL.2026.12609,"",-3.0,7.0,PCS
"",RIBBON CATRIDGE LQ 2090,31/05/2026,Saldo Awal,"","","",7.0,PCS
"",RIBBON CATRIDGE LQ 2090,10/06/2026,Sales Invoice,JL.2026.13387,"",-2.0,5.0,PCS
"",RIBBON CATRIDGE ORI EPSON LQ 2190,31/05/2026,Saldo Awal,"","","",6.0,PCS
"",RIBBON CATRIDGE ORI EPSON LQ 2190,03/06/2026,Sales Invoice,JL.2026.12487,"",-3.0,3.0,PCS
"",RIBBON CATRIDGE ORI EPSON LQ 2190,10/06/2026,Sales Invoice,JL.2026.13375,"",-1.0,2.0,PCS
"",RIBBON CATRIDGE ORI EPSON LQ 2190,17/06/2026,Sales Invoice,JL.2026.13960,"",-2.0,0.0,PCS
"",RIBBON CATRIDGE ORI EPSON LQ 2190,18/06/2026,Purchase Invoice,JL.2606.04086,BELUM MASUK ,30.0,30.0,PCS
"",RIBBON CATRIDGE PRINTECH LQ 2190,31/05/2026,Saldo Awal,"","","",6.0,PCS
"",Ribbon HITI,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RIBBON MASK LX 310,31/05/2026,Saldo Awal,"","","",14.0,PCS
"",RIBBON PACK EPSON LQ 2190,31/05/2026,Saldo Awal,"","","",19.0,PCS
"",RIBBON PACK EPSON LX 310 ( 8750 8755 8758 ),31/05/2026,Saldo Awal,"","","",27.0,PCS
"",RIBBON PRINTER HITI,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RIBBON STANDART CAT P7 / P8000,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",RJ11 1 PACK + PESAWAT TELPON WIRELESS 4 UNIT,31/05/2026,Saldo Awal,"","","",0.0,PAKET
"",RJ45 BELDEN,31/05/2026,Saldo Awal,"","","",4.0,BIJI
"",RJ45 BELDEN,01/06/2026,Purchase Invoice,17698,"",50.0,54.0,BIJI
"",RJ45 BELDEN,01/06/2026,Sales Invoice,JL.2026.12280,"",-10.0,44.0,BIJI
"",RJ45 BELDEN,01/06/2026,Sales Invoice,JL.2026.12294,"",-5.0,39.0,BIJI
"",RJ45 BELDEN,01/06/2026,Sales Invoice,JL.2026.12328,"",-4.0,35.0,BIJI
"",RJ45 BELDEN,02/06/2026,Sales Invoice,JL.2026.12348,"",-10.0,25.0,BIJI
"",RJ45 BELDEN,02/06/2026,Sales Invoice,JL.2026.12353,"",-5.0,20.0,BIJI
"",RJ45 BELDEN,02/06/2026,Sales Invoice,JL.2026.12374,"",-4.0,16.0,BIJI
"",RJ45 BELDEN,02/06/2026,Sales Invoice,JL.2026.12411,"",-4.0,12.0,BIJI
"",RJ45 BELDEN,02/06/2026,Sales Invoice,JL.2026.12446,"",-4.0,8.0,BIJI
"",RJ45 BELDEN,03/06/2026,Purchase Invoice,17703,"",300.0,308.0,BIJI
"",RJ45 BELDEN,03/06/2026,Sales Invoice,JL.2026.12533,"",-24.0,284.0,BIJI
"",RJ45 BELDEN,05/06/2026,Sales Invoice,JL.2026.12662,"",-5.0,279.0,BIJI
"",RJ45 BELDEN,05/06/2026,Sales Invoice,JL.2026.12663,KABEL BAWA DULU ,-1.0,278.0,BIJI
